GTFS Stop ID,Stop Name,station_low,ZIP_CODE,GTFS Latitude,GTFS Longitude,PerHH,BachDeg,GradDeg,TotGrad,2015 Median Household Income,SV
Q05,Grand Central - 42 St,grand central - 42 st,10128,40.784318,-73.947152,0.055449331,0.163154726,0.262492474,0.4256472,30570,0
Q04,5 Av,5 av,10028,40.777891,-73.951787,0.226502311,0.457899183,0.413123064,0.871022247,107525,0
Q03,Times Sq - 42 St,times sq - 42 st,10021,40.768799,-73.958424,0.237428071,0.383330257,0.400498431,0.783828687,115781,0
S31,Times Sq - 42 St,times sq - 42 st,10301,40.643748,-74.073643,0.044530494,0.278448824,0.186904005,0.465352829,50464,0
S30,Grand Central - 42 St,grand central - 42 st,10301,40.636949,-74.074835,0.025099075,0.119533528,0.074708455,0.194241983,43741,0
S29,34 St - 11 Av,34 st - 11 av,10304,40.627915,-74.075162,0.025099075,0.119533528,0.074708455,0.194241983,43741,0
S28,96 St,96 st,10304,40.621319,-74.071402,0.035569927,0.224456522,0.166847826,0.391304348,56335,1.662769627
S27,86 St,86 st,10304,40.603117,-74.084087,0.09986413,0.199276673,0.181555154,0.380831826,69579,0.453394005
S26,72 St,72 st,10304,40.596612,-74.087368,0.047182176,0.182296808,0.089832182,0.27212899,61397,0
S25,St George,st george,10305,40.588849,-74.09609,0.042490842,0.197590361,0.11686747,0.314457831,61734,0
S24,Tompkinsville,tompkinsville,10306,40.583591,-74.103338,0.040322581,0.098016336,0.11940879,0.217425126,69081,0
S23,Stapleton,stapleton,10306,40.578965,-74.109704,0.089521166,0.163725122,0.150957567,0.314682689,71106,0
S22,Clifton,clifton,10306,40.57348,-74.11721,0.059884095,0.221649485,0.102061856,0.32371134,87675,0
S21,Grasmere,grasmere,10306,40.56511,-74.12632,0.065878378,0.217830882,0.199448529,0.417279412,85103,0
S20,Old Town,old town,10306,40.5564,-74.136907,0.059011164,0.170492721,0.111422172,0.281914894,80143,0
S19,Dongan Hills,dongan hills,10308,40.551231,-74.151399,0.041145623,0.158407271,0.126812378,0.285219649,90758,0
S18,Jefferson Av,jefferson av,10312,40.544601,-74.16457,0.041145623,0.158407271,0.126812378,0.285219649,90758,0
S17,Grant City,grant city,10312,40.54046,-74.178217,0.069148936,0.175091352,0.140073082,0.315164434,103089,0
S16,New Dorp,new dorp,10312,40.533674,-74.191794,0.069148936,0.175091352,0.140073082,0.315164434,103089,0
S15,Oakwood Heights,oakwood heights,10309,40.525507,-74.200064,0.117620345,0.211615487,0.147085002,0.35870049,103196,0
S14,Bay Terrace,bay terrace,10309,40.52241,-74.217847,0.041366906,0.18231315,0.098168619,0.280481769,83738,0
S13,Great Kills,great kills,10309,40.519631,-74.229141,0.041366906,0.18231315,0.098168619,0.280481769,83738,0
S09,Eltingville,eltingville,10307,40.512764,-74.251961,0.053972104,0.185481292,0.074512312,0.259993604,85160,0
S11,Annadale,annadale,10307,40.516578,-74.242096,0.053972104,0.185481292,0.074512312,0.259993604,85160,0
,Huguenot,huguenot,,,,,,,,,
,Prince's Bay,prince's bay,,,,,,,,,
,Pleasant Plains,pleasant plains,,,,,,,,,
,Richmond Valley,richmond valley,,,,,,,,,
,Tottenville,tottenville,,,,,,,,,
,Arthur Kill,arthur kill,,,,,,,,,
